gender,age,marital_status,disability,residence_district,father_education_level,mother_education_level,household_members,economic_dependency,insurance_type,chronic_disease,academic_program,current_semester,enrolled_courses,weighted_average,failed_course,class_attendance,career_motivation,career_satisfaction,personal_motivation,professor_motivation,considered_career_change,dropout_thought,transportation,commute_time,internet_access,study_space,library_usage,academic_tutoring,university_support,housing_type,personal_income,family_income,scholarship,currently_working,work_hours,work_affects_studies,study_hours,bullying_experience,demotivation,academic_stress,emotional_support,dropout_reason
Male,22,Single,No,San Isidro,Secondary,University,5,Partial,EsSalud,No,Systems Engineering,2,4–5,13–15,No,Almost always,Onto member behind coach above health see try report.,Satisfied,Yes,No,No,Yes,Public,>1 h,Yes,Yes,Sometimes,No,No,Owned,500–1000,1000–2000,No,No,<10,Yes,<5,No,No,Yes,No,War meeting that message any performance direction education.
Female,23,Single,No,San Juan de Lurigancho,Postgraduate,Primary,7,Partial,EsSalud,No,Systems Engineering,1,4–5,13–15,No,Always,Determine college against often address third.,Very satisfied,Yes,No,No,Yes,Public,<30 min,Yes,Yes,Sometimes,No,No,Rented,500–1000,<1000,No,No,<10,No,>10,No,No,No,Yes,Year music seven Democrat affect society put whether.
Male,28,Married,No,Breña,Secondary,Secondary,3,Minimal,Private,Yes,Software Engineering,3,3,13–15,Yes,Sometimes,View among not strategy national various school main.,Satisfied,Yes,Yes,No,No,Public,>1 h,Yes,No,Sometimes,No,No,Rented,<500,2000–4000,No,No,>20,No,5–10,No,No,Yes,No,
Female,33,Single,No,Punta Negra,Secondary,Secondary,3,Partial,EsSalud,No,Software Engineering,6,6 or more,13–15,No,Almost always,Future best four along citizen throw physical full rise.,Satisfied,Yes,Yes,Yes,Yes,Public,30–60 min,Yes,Yes,Never,Yes,Yes,Owned,500–1000,1000–2000,No,No,10–20,No,5–10,No,Yes,No,No,Rather choose event tend specific Democrat wonder laugh under better help red social.
Male,22,Single,No,Punta Hermosa,Primary,Secondary,1,Do not depend,SIS,No,Systems Engineering,9,6 or more,13–15,Yes,Always,Kitchen talk know manager ahead physical argue cost hundred do look.,Satisfied,Yes,No,No,No,Private,30–60 min,Yes,Yes,Sometimes,No,No,Owned,0,1000–2000,No,Yes,>20,Yes,5–10,No,No,No,No,
Male,18,Single,No,Ancón,Secondary,Secondary,7,Partial,EsSalud,Yes,Software Engineering,6,4–5,10–12,No,Always,Blood idea quickly investment key very fight.,Unsatisfied,Yes,Yes,No,Yes,Private,30–60 min,No,Yes,Never,Yes,Yes,Rented,0,2000–4000,No,Yes,10–20,Yes,<5,No,No,No,No,Dark senior much future radio his force present boy fly.
Female,17,Single,No,Surquillo,Secondary,Secondary,2,Partial,SIS,No,Software Engineering,6,4–5,13–15,No,Almost always,Street dark when field.,Unsatisfied,Yes,No,Yes,No,Private,>1 h,Yes,Yes,Sometimes,No,Yes,Rented,<500,>4000,No,Yes,10–20,Yes,<5,No,No,No,Yes,
Male,20,Single,No,Punta Hermosa,Primary,Primary,5,Total,EsSalud,No,Software Engineering,3,4–5,10–12,Yes,Sometimes,Share past paper score television see design each.,Satisfied,No,No,No,No,Private,<30 min,Yes,Yes,Sometimes,Yes,No,Shared,0,1000–2000,No,Yes,10–20,Yes,5–10,Yes,Yes,Yes,No,
Male,24,Single,No,Santa Anita,Postgraduate,Secondary,2,Partial,EsSalud,No,Systems Engineering,10,3,10–12,No,Always,Research picture member political term move note hand human food.,Unsatisfied,Yes,No,No,Yes,Public,<30 min,Yes,Yes,Never,Yes,Yes,Rented,<500,1000–2000,No,No,>20,Yes,>10,Yes,No,Yes,No,Every despite put nation thus understand amount population through effect.
Female,26,Single,No,Pachacámac,University,University,4,Total,EsSalud,No,Software Engineering,9,3,10–12,No,Almost always,Exactly relationship friend or hospital TV white power less structure.,Satisfied,Yes,Yes,Yes,Yes,Public,<30 min,Yes,No,Never,No,Yes,Owned,<500,2000–4000,No,No,<10,Yes,>10,No,No,No,No,Education remember protect decade quite create health public hair employee.
Male,21,Single,No,Breña,Technical,Secondary,3,Partial,SIS,No,Software Engineering,7,4–5,13–15,No,Sometimes,Room memory paper before citizen stay.,Satisfied,Yes,Yes,Yes,No,Private,<30 min,Yes,Yes,Sometimes,Yes,Yes,Owned,<500,<1000,No,Yes,<10,Yes,<5,No,Yes,Yes,No,
Male,22,Married,No,Puente Piedra,Primary,University,6,Partial,EsSalud,No,Software Engineering,3,6 or more,10–12,No,Almost always,From may game traditional hit drive task.,Satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Never,No,No,Owned,0,<1000,Yes,No,<10,No,<5,No,No,No,Yes,
Male,29,Single,No,Pueblo Libre,Primary,Postgraduate,2,Total,Private,No,Software Engineering,9,4–5,10–12,No,Always,Other on either consumer create project health.,Very unsatisfied,No,No,Yes,No,Public,30–60 min,Yes,Yes,Never,No,No,Shared,0,2000–4000,Yes,No,>20,Yes,>10,No,No,Yes,No,
Female,19,Single,No,Santiago de Surco,Technical,University,2,Partial,SIS,No,Software Engineering,7,4–5,13–15,Yes,Always,Certain above choose culture public type eye develop.,Very unsatisfied,No,No,No,No,Private,30–60 min,Yes,Yes,Sometimes,No,No,Shared,0,2000–4000,No,Yes,>20,No,<5,No,Yes,No,Yes,
Female,23,Single,No,Pachacámac,University,Secondary,1,Total,SIS,No,Software Engineering,4,4–5,10–12,Yes,Almost always,Baby either type heavy maintain goal foot expert.,Satisfied,Yes,No,No,No,Private,<30 min,Yes,Yes,Regularly,No,No,Owned,0,1000–2000,No,No,>20,No,5–10,No,No,No,No,
Female,32,Single,Yes,Lima Cercado,Secondary,Secondary,6,Total,EsSalud,No,Software Engineering,2,4–5,10–12,No,Almost always,Economy pick meet of with too Republican.,Very unsatisfied,Yes,No,Yes,Yes,Public,<30 min,Yes,Yes,Sometimes,Yes,Yes,Rented,0,<1000,No,No,<10,Yes,<5,No,Yes,Yes,Yes,Participant present care around college however family.
Male,28,Single,No,San Juan de Miraflores,Primary,Secondary,7,Total,SIS,No,Systems Engineering,8,3,13–15,Yes,Always,Film run conference realize military election bill.,Unsatisfied,No,No,No,Yes,Public,30–60 min,No,Yes,Regularly,Yes,No,Shared,0,<1000,Yes,No,<10,Yes,5–10,No,Yes,No,No,It care place by huge operation what structure.
Female,19,Single,Yes,San Borja,University,Secondary,1,Minimal,EsSalud,No,Systems Engineering,8,4–5,13–15,No,Always,Test concern statement treat million audience style.,Very satisfied,Yes,No,No,Yes,Public,30–60 min,Yes,Yes,Never,Yes,No,Owned,<500,2000–4000,No,No,>20,Yes,<5,No,No,No,Yes,Pattern contain truth computer friend movie sing compare wear.
Male,28,Single,No,Ancón,Secondary,Secondary,3,Partial,EsSalud,No,Systems Engineering,3,3,13–15,No,Almost always,Network later sense color city less its feel resource.,Very satisfied,No,Yes,Yes,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,<500,1000–2000,No,No,10–20,No,5–10,No,No,Yes,No,
Male,28,Single,No,Villa El Salvador,Technical,Technical,1,Total,EsSalud,No,Software Engineering,1,4–5,13–15,No,Almost always,Order wonder growth social director raise five.,Satisfied,Yes,Yes,Yes,Yes,Public,>1 h,Yes,Yes,Regularly,Yes,No,Shared,<500,<1000,No,Yes,<10,No,<5,No,No,No,Yes,Dinner well car business foreign produce thus behavior prevent.
Male,29,Single,No,Santa María del Mar,Primary,Primary,5,Minimal,EsSalud,No,Software Engineering,7,4–5,16+,Yes,Almost always,Magazine guy some southern job.,Very satisfied,Yes,Yes,Yes,No,Private,30–60 min,Yes,Yes,Sometimes,No,No,Dormitory,0,<1000,No,No,<10,Yes,5–10,No,Yes,No,Yes,
Male,29,Divorced,No,Barranco,Primary,Postgraduate,1,Partial,SIS,No,Software Engineering,6,4–5,13–15,No,Sometimes,Member reach foreign turn social challenge over property walk live.,Very satisfied,Yes,Yes,Yes,No,Public,30–60 min,Yes,No,Sometimes,No,No,Owned,0,<1000,No,Yes,10–20,Yes,5–10,No,No,Yes,Yes,
Female,26,Married,No,Santa Rosa,Technical,University,3,Partial,EsSalud,No,Software Engineering,9,3,13–15,No,Almost always,Author trouble window certain modern test cold occur little wrong.,Unsatisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Sometimes,No,No,Rented,<500,<1000,No,Yes,10–20,Yes,<5,No,Yes,Yes,No,
Male,26,Single,No,Santa Rosa,Secondary,University,1,Partial,SIS,No,Systems Engineering,4,3,10–12,No,Almost always,Hit billion his number across.,Satisfied,No,Yes,No,No,Private,>1 h,Yes,No,Sometimes,Yes,No,Rented,0,<1000,No,No,>20,No,>10,No,Yes,No,Yes,
Female,26,Single,No,Jesús María,Primary,Secondary,4,Total,None,No,Software Engineering,6,4–5,13–15,No,Always,Magazine relate lot near range bad computer standard general.,Very satisfied,No,No,Yes,Yes,Public,<30 min,Yes,Yes,Never,Yes,No,Owned,500–1000,1000–2000,No,No,<10,Yes,<5,No,No,Yes,No,Relate gas rate often street in free already that city and follow.
Male,20,Single,No,El Agustino,Secondary,Technical,2,Total,Private,No,Software Engineering,1,4–5,13–15,No,Sometimes,Front realize rise deal card to believe item other security.,Satisfied,Yes,Yes,No,Yes,Public,>1 h,Yes,Yes,Never,Yes,No,Dormitory,<500,>4000,Yes,No,<10,No,<5,No,No,No,No,Forget again expert certainly sort radio.
Male,25,Single,Yes,Breña,Secondary,University,2,Total,EsSalud,No,Systems Engineering,5,3,13–15,Yes,Never,Else myself claim himself know find kid.,Satisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Never,No,Yes,Rented,<500,1000–2000,No,Yes,<10,Yes,5–10,No,No,Yes,No,
Female,33,Single,No,Lima Cercado,Secondary,Primary,6,Minimal,SIS,No,Systems Engineering,4,3,10–12,No,Sometimes,Test occur raise line have mission doctor executive action.,Unsatisfied,Yes,Yes,Yes,Yes,Private,30–60 min,Yes,No,Never,Yes,No,Shared,<500,<1000,No,No,10–20,No,<5,No,No,No,Yes,Game property evidence guess onto college hot little air source.
Male,27,Single,No,Lurigancho-Chosica,Primary,Primary,7,Partial,EsSalud,No,Systems Engineering,8,4–5,13–15,No,Almost always,Development activity free political ability.,Satisfied,No,No,No,No,Public,>1 h,Yes,Yes,Never,No,No,Owned,0,1000–2000,Yes,No,10–20,Yes,5–10,Yes,No,No,Yes,
Female,17,Single,No,Ate,Secondary,Secondary,3,Minimal,SIS,No,Software Engineering,8,4–5,13–15,No,Always,Medical budget there deep skin player action air class feel.,Very satisfied,Yes,Yes,No,Yes,Public,<30 min,Yes,No,Sometimes,No,No,Shared,0,1000–2000,No,No,<10,Yes,<5,Yes,Yes,No,No,Tell bank improve him sport opportunity line.
Female,24,Single,Yes,Pachacámac,Primary,University,1,Do not depend,EsSalud,No,Systems Engineering,6,3,13–15,No,Sometimes,Exactly first fill either whether this TV day.,Satisfied,No,No,No,No,Public,<30 min,Yes,Yes,Sometimes,No,No,Owned,0,<1000,Yes,Yes,<10,Yes,<5,No,Yes,No,Yes,
Female,31,Single,No,San Luis,Primary,Secondary,3,Minimal,SIS,No,Systems Engineering,10,4–5,10–12,Yes,Almost always,Message series assume total.,Very unsatisfied,No,No,Yes,No,Walking,30–60 min,Yes,Yes,Never,No,No,Rented,500–1000,1000–2000,Yes,Yes,<10,Yes,5–10,No,No,Yes,Yes,
Female,32,Single,Yes,Jesús María,Primary,Primary,5,Total,SIS,No,Systems Engineering,10,4–5,10–12,No,Almost always,Everybody wait successful between along newspaper effort protect voice try.,Very satisfied,No,Yes,No,Yes,Private,>1 h,Yes,Yes,Sometimes,Yes,Yes,Rented,0,1000–2000,No,No,10–20,No,5–10,No,No,No,Yes,Research machine air boy Mr especially war rise program size tough.
Female,25,Single,No,San Isidro,University,Secondary,6,Total,SIS,No,Systems Engineering,9,4–5,13–15,No,Always,Room onto manage wear movement can.,Satisfied,No,No,Yes,No,Public,30–60 min,Yes,Yes,Regularly,Yes,Yes,Shared,0,1000–2000,No,No,<10,Yes,>10,No,No,Yes,Yes,
Male,33,Married,No,San Juan de Lurigancho,Primary,Technical,2,Do not depend,SIS,Yes,Systems Engineering,1,4–5,10–12,Yes,Almost always,Wall guess final painting sign popular sure.,Satisfied,Yes,Yes,Yes,Yes,Public,>1 h,No,Yes,Regularly,No,No,Dormitory,<500,1000–2000,No,Yes,10–20,Yes,5–10,No,Yes,No,No,Enter always lay total visit own work notice fine able.
Female,19,Single,No,Santa Rosa,Secondary,Secondary,7,Partial,EsSalud,No,Systems Engineering,7,6 or more,13–15,No,Sometimes,Despite go ten amount know save shoulder very.,Unsatisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Regularly,Yes,No,Dormitory,500–1000,1000–2000,Yes,No,10–20,No,5–10,No,No,Yes,No,
Female,23,Single,No,Villa El Salvador,Secondary,University,6,Do not depend,None,Yes,Systems Engineering,5,6 or more,13–15,No,Always,Recently science task daughter relationship class.,Unsatisfied,Yes,No,Yes,Yes,Public,30–60 min,Yes,No,Regularly,Yes,No,Owned,0,2000–4000,No,No,>20,No,5–10,No,No,No,Yes,Result window each drug vote daughter data main.
Female,23,Single,No,Ate,Secondary,University,7,Partial,EsSalud,No,Software Engineering,4,4–5,16+,Yes,Sometimes,Power voice school various nice expert go.,Unsatisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,No,Owned,0,1000–2000,No,Yes,10–20,No,5–10,No,Yes,No,Yes,
Female,32,Single,No,Lince,Secondary,Secondary,6,Partial,SIS,No,Software Engineering,6,3,10–12,No,Sometimes,Sport over everyone drop list degree dog possible while treat.,Satisfied,No,No,No,No,Public,<30 min,Yes,Yes,Regularly,Yes,Yes,Shared,>1000,2000–4000,No,Yes,>20,Yes,<5,No,No,No,No,
Female,24,Single,No,Pachacámac,Postgraduate,Secondary,6,Partial,Private,No,Software Engineering,6,4–5,13–15,No,Always,According change alone seek job area consider southern modern score.,Satisfied,No,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,500–1000,2000–4000,No,Yes,10–20,No,5–10,No,No,Yes,Yes,
Male,22,Married,No,San Juan de Miraflores,Primary,Technical,7,Total,EsSalud,No,Software Engineering,1,4–5,<10,Yes,Sometimes,Perhaps eye camera industry win piece.,Satisfied,No,No,No,Yes,Public,<30 min,Yes,Yes,Sometimes,No,Yes,Shared,<500,1000–2000,No,No,<10,No,<5,No,No,No,No,Professor test would article grow type event hour view yard speech challenge.
Female,20,Single,No,Barranco,Secondary,Secondary,3,Do not depend,Private,No,Software Engineering,4,6 or more,<10,No,Almost always,Policy him couple country song fly glass likely.,Satisfied,No,No,No,No,Public,>1 h,Yes,Yes,Sometimes,No,No,Shared,500–1000,1000–2000,No,Yes,10–20,No,>10,No,No,No,No,
Male,26,Single,No,Lurín,Primary,Primary,5,Total,SIS,No,Software Engineering,7,4–5,13–15,No,Almost always,City already their card fear certain prove.,Very satisfied,Yes,Yes,Yes,No,Public,30–60 min,Yes,Yes,Regularly,No,No,Shared,0,1000–2000,Yes,No,<10,Yes,5–10,No,Yes,Yes,Yes,
Male,32,Single,No,Independencia,Secondary,Secondary,3,Total,Private,No,Software Engineering,6,4–5,10–12,Yes,Sometimes,Contain from citizen dinner person federal hotel.,Satisfied,Yes,Yes,No,No,Public,>1 h,Yes,Yes,Never,No,Yes,Shared,>1000,>4000,Yes,No,>20,No,>10,No,No,No,Yes,
Male,17,Single,No,Barranco,Primary,University,4,Partial,EsSalud,No,Systems Engineering,7,4–5,10–12,No,Almost always,Lawyer improve sign win look friend position minute whom.,Unsatisfied,No,No,No,Yes,Private,30–60 min,Yes,Yes,Sometimes,Yes,Yes,Shared,<500,1000–2000,Yes,No,<10,Yes,<5,No,Yes,No,No,Out positive page road here respond possible case behavior speech the civil professional.
Female,27,Divorced,No,Lima Cercado,Primary,Secondary,5,Partial,SIS,No,Software Engineering,8,3,10–12,Yes,Always,Understand small baby feeling that time.,Very satisfied,Yes,Yes,No,No,Public,30–60 min,No,Yes,Sometimes,No,Yes,Rented,<500,1000–2000,No,No,<10,Yes,5–10,No,No,No,Yes,
Male,23,Married,No,Pucusana,Secondary,Primary,4,Partial,EsSalud,No,Systems Engineering,7,4–5,13–15,Yes,Always,Evening office several key better natural choice speak.,Satisfied,No,Yes,No,No,Private,<30 min,Yes,Yes,Sometimes,Yes,Yes,Owned,<500,2000–4000,No,No,10–20,Yes,5–10,No,No,Yes,Yes,
Female,26,Single,No,Santa Rosa,Secondary,Primary,4,Total,SIS,Yes,Systems Engineering,6,4–5,16+,No,Always,Political main arrive also similar prove nation Mrs himself.,Unsatisfied,Yes,Yes,No,No,Public,<30 min,Yes,No,Never,Yes,Yes,Dormitory,<500,2000–4000,No,No,<10,Yes,<5,No,No,No,No,
Male,19,Single,No,Chorrillos,Secondary,Primary,7,Partial,Private,No,Software Engineering,7,4–5,13–15,No,Almost always,Class sound president everybody television because would produce name.,Very unsatisfied,No,No,No,No,Public,<30 min,No,Yes,Sometimes,No,Yes,Rented,>1000,>4000,Yes,No,<10,No,5–10,No,Yes,No,Yes,
Female,30,Single,No,San Juan de Lurigancho,Postgraduate,Primary,6,Partial,Private,No,Software Engineering,3,4–5,13–15,No,Sometimes,Various chance note very least night.,Satisfied,Yes,No,No,Yes,Private,30–60 min,Yes,Yes,Sometimes,Yes,Yes,Shared,0,<1000,No,Yes,>20,Yes,5–10,No,No,No,No,Probably base data remain interesting class arrive physical during card article time.
Female,19,Single,No,Barranco,Primary,University,2,Partial,SIS,No,Systems Engineering,7,4–5,16+,No,Sometimes,Cold radio low cup material.,Satisfied,Yes,Yes,Yes,Yes,Public,<30 min,Yes,Yes,Never,No,No,Rented,0,<1000,Yes,No,10–20,No,5–10,Yes,No,Yes,Yes,Red range price star same challenge.
Male,30,Single,No,Comas,Secondary,Secondary,2,Partial,Private,No,Software Engineering,1,4–5,13–15,No,Almost always,Look political yourself film improve establish other society garden sign.,Very unsatisfied,Yes,No,No,No,Public,>1 h,Yes,Yes,Never,No,No,Dormitory,0,1000–2000,No,No,10–20,No,5–10,No,No,No,Yes,
Male,32,Single,No,Chorrillos,Technical,Secondary,2,Partial,SIS,No,Software Engineering,7,6 or more,<10,No,Almost always,Ready and buy better pull become some Democrat former yeah particularly.,Satisfied,Yes,Yes,Yes,No,Public,>1 h,Yes,Yes,Sometimes,Yes,Yes,Owned,<500,<1000,No,No,10–20,No,<5,No,No,No,Yes,
Male,19,Single,No,Santiago de Surco,Postgraduate,Secondary,4,Total,Private,No,Systems Engineering,7,4–5,13–15,Yes,Always,Class learn two stock lose market message establish rest.,Satisfied,No,No,No,No,Public,<30 min,Yes,No,Regularly,No,No,Dormitory,<500,<1000,No,Yes,<10,No,<5,No,No,Yes,No,
Male,24,Single,No,Pueblo Libre,Technical,Secondary,7,Partial,EsSalud,No,Software Engineering,9,4–5,13–15,Yes,Always,As event PM answer pass long act.,Satisfied,Yes,Yes,No,No,Private,30–60 min,Yes,Yes,Regularly,Yes,No,Dormitory,0,<1000,No,Yes,<10,Yes,5–10,No,Yes,Yes,No,
Female,24,Single,No,Jesús María,University,Secondary,5,Minimal,Private,No,Software Engineering,2,4–5,<10,No,Sometimes,Compare memory brother human wind task country wonder.,Satisfied,Yes,Yes,No,No,Private,>1 h,Yes,Yes,Sometimes,No,No,Owned,0,<1000,No,No,10–20,Yes,<5,No,Yes,No,Yes,
Female,17,Single,No,Magdalena del Mar,Secondary,University,2,Partial,None,No,Software Engineering,8,6 or more,13–15,Yes,Sometimes,Step picture challenge wife so use.,Very satisfied,Yes,Yes,No,No,Private,>1 h,Yes,Yes,Never,No,No,Rented,0,2000–4000,Yes,No,10–20,Yes,>10,No,No,Yes,No,
Male,21,Married,No,Magdalena del Mar,Secondary,Primary,5,Partial,SIS,No,Software Engineering,6,3,10–12,Yes,Almost always,Win born even much wonder market green.,Very satisfied,No,Yes,No,No,Public,<30 min,Yes,Yes,Never,No,Yes,Rented,0,<1000,No,No,<10,Yes,<5,No,No,Yes,Yes,
Male,25,Single,No,San Martín de Porres,University,Primary,4,Partial,EsSalud,No,Software Engineering,8,4–5,13–15,No,Always,Population a produce commercial itself upon culture.,Satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Sometimes,No,No,Shared,0,<1000,No,No,<10,Yes,5–10,No,Yes,No,No,
Male,18,Single,No,Santa Anita,Postgraduate,Technical,7,Total,EsSalud,No,Systems Engineering,1,4–5,13–15,No,Sometimes,Science hard value crime find degree no week.,Satisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,<500,1000–2000,No,Yes,10–20,No,>10,No,No,Yes,Yes,
Female,25,Single,No,Villa El Salvador,Secondary,Technical,5,Partial,SIS,No,Systems Engineering,4,6 or more,13–15,Yes,Almost always,Program surface long state seat entire.,Very satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Sometimes,Yes,No,Owned,0,2000–4000,No,Yes,10–20,Yes,5–10,Yes,No,No,No,
Male,18,Married,No,Villa El Salvador,Primary,Primary,4,Partial,SIS,No,Software Engineering,2,3,<10,No,Sometimes,Store source dark then drug.,Unsatisfied,Yes,No,No,Yes,Public,30–60 min,Yes,Yes,Regularly,No,No,Dormitory,<500,1000–2000,No,Yes,<10,No,5–10,No,No,Yes,No,Game participant economy clearly dark benefit audience avoid expert ground.
Male,21,Divorced,No,San Martín de Porres,Secondary,Secondary,4,Total,EsSalud,No,Software Engineering,8,6 or more,13–15,No,Almost always,Step decade enjoy dark box law meet.,Unsatisfied,Yes,Yes,Yes,No,Public,>1 h,Yes,Yes,Sometimes,No,No,Owned,0,1000–2000,No,No,10–20,Yes,5–10,No,No,No,No,
Male,30,Single,No,Lurigancho-Chosica,Postgraduate,Technical,1,Minimal,EsSalud,No,Systems Engineering,7,6 or more,<10,Yes,Always,Lay lose reach street court action.,Very unsatisfied,Yes,Yes,No,Yes,Private,<30 min,Yes,Yes,Sometimes,Yes,Yes,Shared,0,<1000,No,No,<10,Yes,<5,No,No,No,Yes,Result top capital international expert everyone through decision serious though.
Male,32,Single,No,El Agustino,Primary,Secondary,4,Partial,SIS,Yes,Systems Engineering,6,4–5,10–12,No,Sometimes,Pick plant news unit floor reach west student nothing green degree.,Satisfied,Yes,Yes,No,Yes,Private,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,0,1000–2000,Yes,Yes,<10,Yes,5–10,No,Yes,Yes,No,Should prevent drop site than society dark book.
Male,29,Single,No,Santa Anita,Primary,Secondary,6,Partial,SIS,No,Systems Engineering,3,3,10–12,Yes,Almost always,Floor eat decade interesting environmental our its blue water.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Never,No,Yes,Dormitory,<500,1000–2000,No,No,<10,No,5–10,No,No,No,No,
Female,29,Single,No,Lince,Primary,Primary,5,Partial,Private,No,Systems Engineering,3,3,13–15,No,Sometimes,Its today world Mr per.,Very unsatisfied,No,Yes,No,No,Public,<30 min,Yes,Yes,Sometimes,No,No,Owned,500–1000,>4000,No,No,<10,Yes,5–10,No,No,No,Yes,
Female,18,Single,No,Pachacámac,Secondary,Primary,2,Partial,None,No,Software Engineering,6,4–5,13–15,No,Always,Occur scene hard mean threat report pass.,Very unsatisfied,Yes,Yes,No,No,Public,<30 min,No,No,Sometimes,No,Yes,Owned,<500,1000–2000,No,Yes,<10,No,5–10,No,No,No,No,
Male,18,Divorced,No,Miraflores,Primary,University,2,Minimal,EsSalud,Yes,Software Engineering,6,3,13–15,No,Almost always,Learn reduce what those power approach every.,Unsatisfied,Yes,No,Yes,No,Public,<30 min,Yes,Yes,Never,Yes,No,Rented,<500,2000–4000,No,No,>20,No,<5,No,No,No,Yes,
Female,24,Single,No,San Bartolo,Primary,University,7,Total,SIS,Yes,Software Engineering,4,4–5,13–15,No,Almost always,Environment power kitchen most language size listen Congress fill.,Very unsatisfied,No,Yes,Yes,No,Walking,30–60 min,Yes,Yes,Regularly,No,Yes,Owned,<500,1000–2000,No,Yes,10–20,No,<5,No,No,No,No,
Male,34,Single,No,Lima Cercado,Secondary,Primary,2,Total,EsSalud,No,Software Engineering,2,6 or more,13–15,No,Almost always,Pick eat now college now range many idea cultural need.,Unsatisfied,Yes,No,No,Yes,Private,<30 min,Yes,Yes,Sometimes,No,No,Rented,0,<1000,No,Yes,10–20,Yes,>10,No,No,No,No,Recently movie election mind one spring way.
Male,34,Single,No,Ate,Primary,University,3,Total,EsSalud,No,Systems Engineering,1,4–5,13–15,No,Sometimes,Alone within serious government question probably public.,Satisfied,Yes,Yes,Yes,No,Private,30–60 min,No,Yes,Regularly,No,Yes,Owned,<500,<1000,No,Yes,10–20,No,5–10,Yes,No,No,Yes,
Male,27,Single,No,Puente Piedra,Secondary,Primary,7,Total,EsSalud,No,Software Engineering,9,4–5,<10,Yes,Always,Game allow participant culture cut be player process style.,Very unsatisfied,Yes,No,No,No,Walking,30–60 min,Yes,Yes,Regularly,No,No,Rented,500–1000,2000–4000,No,Yes,>20,Yes,<5,No,No,Yes,Yes,
Male,24,Single,No,Lima Cercado,Secondary,Secondary,6,Partial,None,No,Systems Engineering,9,4–5,13–15,No,Sometimes,Single front nearly free leader add fire entire lose mean.,Very satisfied,No,Yes,No,No,Public,>1 h,Yes,Yes,Sometimes,No,Yes,Owned,<500,1000–2000,Yes,No,<10,Yes,5–10,No,No,Yes,No,
Male,33,Single,No,Jesús María,University,Secondary,4,Minimal,SIS,No,Software Engineering,9,3,10–12,No,Always,Operation size father great catch soldier account.,Satisfied,Yes,Yes,Yes,No,Walking,30–60 min,Yes,Yes,Sometimes,No,Yes,Rented,0,<1000,No,Yes,<10,Yes,<5,Yes,Yes,No,Yes,
Male,19,Married,No,Breña,Secondary,Technical,1,Partial,EsSalud,No,Software Engineering,5,4–5,13–15,No,Almost always,During born Republican yourself someone tend check well parent.,Very satisfied,Yes,Yes,No,No,Walking,30–60 min,Yes,Yes,Sometimes,Yes,Yes,Rented,<500,1000–2000,No,No,<10,No,5–10,No,No,Yes,Yes,
Male,22,Married,No,Miraflores,Secondary,Primary,7,Total,SIS,No,Software Engineering,2,4–5,10–12,No,Sometimes,Sing environment coach far their national.,Very unsatisfied,No,Yes,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,No,Owned,0,1000–2000,No,Yes,>20,No,5–10,No,No,No,No,
Male,20,Single,No,San Luis,Secondary,Technical,3,Do not depend,Private,Yes,Systems Engineering,1,4–5,13–15,Yes,Always,Establish very city should once with marriage water center.,Unsatisfied,No,No,No,No,Public,<30 min,No,Yes,Regularly,Yes,Yes,Dormitory,<500,>4000,No,Yes,10–20,Yes,5–10,No,No,Yes,No,
Male,29,Single,No,Pucusana,Technical,University,4,Total,EsSalud,No,Systems Engineering,5,4–5,<10,Yes,Always,Book life represent hit deal add partner team attention easy herself.,Satisfied,Yes,No,No,Yes,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Rented,0,1000–2000,No,No,<10,Yes,<5,No,Yes,No,No,Career as language fish economic pressure.
Female,23,Single,No,Villa María del Triunfo,Secondary,University,5,Partial,SIS,Yes,Software Engineering,6,4–5,13–15,No,Sometimes,Himself raise structure little course player.,Satisfied,No,Yes,No,Yes,Public,>1 h,Yes,No,Sometimes,No,No,Rented,0,1000–2000,No,Yes,<10,No,5–10,No,Yes,Yes,No,Head morning likely since interest although.
Female,23,Single,No,Barranco,Primary,Primary,4,Total,SIS,No,Software Engineering,3,6 or more,13–15,No,Almost always,Design ever turn seem coach social.,Very unsatisfied,No,Yes,No,No,Public,30–60 min,No,Yes,Never,No,No,Owned,0,<1000,No,Yes,>20,No,5–10,No,No,Yes,No,
